month,region,bu,product_line,segment,metric,actual,plan,prior,currency
2025-08,APAC,Core,Alpha,MidMarket,revenue,1133463.52,1142831.46,1121565.97,USD
2025-08,APAC,Core,Alpha,MidMarket,gross_margin,825185.02,799982.02,793976.24,USD
2025-08,APAC,Core,Alpha,Enterprise,revenue,709837.49,682070.84,635851.79,USD
2025-08,APAC,Core,Alpha,Enterprise,gross_margin,498567.94,477449.59,422973.89,USD
2025-08,APAC,Core,Beta,SMB,revenue,3422931.82,3541528.34,3570937.22,USD
2025-08,APAC,Core,Beta,SMB,gross_margin,2288512.06,2372823.99,2421109.22,USD
2025-08,APAC,Core,Beta,MidMarket,revenue,3223213.08,2951273.62,3195862.87,USD
2025-08,APAC,Core,Beta,MidMarket,gross_margin,2089758.75,1977353.32,2170487.26,USD
2025-08,APAC,Core,Beta,Enterprise,revenue,1988272.68,1761395.05,1785930.35,USD
2025-08,APAC,Core,Beta,Enterprise,gross_margin,1396228.78,1180134.68,1164725.65,USD
2025-08,APAC,Core,Gamma,SMB,revenue,1362181.23,1861644.88,1582156.18,USD
2025-08,APAC,Core,Gamma,SMB,gross_margin,862257.03,1172836.28,999609.12,USD
2025-08,APAC,Core,Gamma,MidMarket,revenue,1318621.47,1551370.74,1367759.22,USD
2025-08,APAC,Core,Gamma,MidMarket,gross_margin,815652.99,977363.56,887277.56,USD
2025-08,APAC,Core,Gamma,Enterprise,revenue,701087.49,925897.46,1005252.37,USD
2025-08,APAC,Core,Gamma,Enterprise,gross_margin,429708.55,583315.4,617519.42,USD
2025-08,APAC,Core,ServicesPlus,SMB,revenue,3204959.02,3184723.12,3273293.4,USD
2025-08,APAC,Core,ServicesPlus,SMB,gross_margin,1945969.69,1942681.1,1975434.95,USD
2025-08,APAC,Core,ServicesPlus,MidMarket,revenue,2529146.22,2653935.94,2508275.18,USD
2025-08,APAC,Core,ServicesPlus,MidMarket,gross_margin,1510209.18,1618900.92,1554321.49,USD
2025-08,APAC,Core,ServicesPlus,Enterprise,revenue,1510132.44,1583936.37,1568928.38,USD
2025-08,APAC,Core,ServicesPlus,Enterprise,gross_margin,925722.73,966201.18,902539.83,USD
2025-08,APAC,Growth,Alpha,SMB,revenue,1929774.65,1934963.81,2057992.52,USD
2025-08,APAC,Growth,Alpha,SMB,gross_margin,1110361.64,1102929.37,1166211.94,USD
2025-08,APAC,Growth,Alpha,MidMarket,revenue,1858118.94,1617844.74,1482332.27,USD
2025-08,APAC,Growth,Alpha,MidMarket,gross_margin,1076948.49,922171.5,875886.69,USD
2025-08,APAC,Growth,Alpha,Enterprise,revenue,881401.64,967481.9,923121.5,USD
2025-08,APAC,Growth,Alpha,Enterprise,gross_margin,486740.56,551464.69,521061.79,USD
2025-08,APAC,Growth,Beta,SMB,revenue,2349013.08,2783039.12,2629564.13,USD
2025-08,APAC,Growth,Beta,SMB,gross_margin,1235482.69,1502841.13,1405098.59,USD
2025-08,APAC,Growth,Beta,MidMarket,revenue,2331741.45,2326929.93,2256038.67,USD
2025-08,APAC,Growth,Beta,MidMarket,gross_margin,1285457.68,1256542.16,1203503.3,USD
2025-08,APAC,Growth,Beta,Enterprise,revenue,1280105.86,1391519.56,1532608.71,USD
2025-08,APAC,Growth,Beta,Enterprise,gross_margin,692217.61,751420.56,823248.85,USD
2025-08,APAC,Growth,Gamma,SMB,revenue,3117325.18,3846556.6,4197260.42,USD
2025-08,APAC,Growth,Gamma,SMB,gross_margin,1476990.46,1923278.3,2115271.5,USD
2025-08,APAC,Growth,Gamma,MidMarket,revenue,2307506.53,3216148.71,3174237.1,USD
2025-08,APAC,Growth,Gamma,MidMarket,gross_margin,1209493.49,1608074.36,1614654.95,USD
2025-08,APAC,Growth,Gamma,Enterprise,revenue,1467892.57,1923278.3,1960885.0,USD
2025-08,APAC,Growth,Gamma,Enterprise,gross_margin,736883.58,961639.15,931324.03,USD
2025-08,APAC,Growth,ServicesPlus,SMB,revenue,3282928.68,3232319.52,3350208.26,USD
2025-08,APAC,Growth,ServicesPlus,SMB,gross_margin,1611862.63,1551513.37,1597740.22,USD
2025-08,APAC,Growth,ServicesPlus,MidMarket,revenue,2854681.2,2702578.26,3209517.47,USD
2025-08,APAC,Growth,ServicesPlus,MidMarket,gross_margin,1275420.03,1297237.57,1547212.22,USD
2025-08,APAC,Growth,ServicesPlus,Enterprise,revenue,1383336.84,1616159.76,1524605.83,USD
2025-08,APAC,Growth,ServicesPlus,Enterprise,gross_margin,660836.23,775756.68,756476.68,USD
2025-08,APAC,Services,Alpha,SMB,revenue,3322726.81,3179145.46,3242060.49,USD
2025-08,APAC,Services,Alpha,SMB,gross_margin,1500943.44,1462406.91,1422358.01,USD
2025-08,APAC,Services,Alpha,MidMarket,revenue,2760932.62,2651415.82,3017696.35,USD
2025-08,APAC,Services,Alpha,MidMarket,gross_margin,1293955.38,1219651.28,1366111.9,USD
2025-08,APAC,Services,Alpha,Enterprise,revenue,1788131.47,1583188.9,1782582.79,USD
2025-08,APAC,Services,Alpha,Enterprise,gross_margin,822613.88,728266.9,856982.91,USD
2025-08,APAC,Services,Beta,SMB,revenue,2707800.46,2654120.47,2537298.74,USD
2025-08,APAC,Services,Beta,SMB,gross_margin,1126425.38,1141271.8,1047733.74,USD
2025-08,APAC,Services,Beta,MidMarket,revenue,2447692.22,2213543.58,2143429.34,USD
2025-08,APAC,Services,Beta,MidMarket,gross_margin,1101825.64,951823.74,900211.18,USD
2025-08,APAC,Services,Beta,Enterprise,revenue,1243991.08,1321730.68,1431736.99,USD
2025-08,APAC,Services,Beta,Enterprise,gross_margin,558100.25,568344.19,590291.05,USD
2025-08,APAC,Services,Gamma,SMB,revenue,3103885.65,2935702.62,3132183.33,USD
2025-08,APAC,Services,Gamma,SMB,gross_margin,1238374.02,1144924.02,1254672.81,USD
2025-08,APAC,Services,Gamma,MidMarket,revenue,2377741.23,2448383.84,2176553.64,USD
2025-08,APAC,Services,Gamma,MidMarket,gross_margin,928198.06,954869.7,838294.36,USD
2025-08,APAC,Services,Gamma,Enterprise,revenue,1483985.98,1461956.32,1240084.28,USD
2025-08,APAC,Services,Gamma,Enterprise,gross_margin,571413.31,570162.97,467668.35,USD
2025-08,APAC,Services,ServicesPlus,SMB,revenue,2585036.03,2408723.92,2648062.88,USD
2025-08,APAC,Services,ServicesPlus,SMB,gross_margin,992879.32,891227.85,998144.05,USD
2025-08,APAC,Services,ServicesPlus,MidMarket,revenue,2267253.12,2008882.2,1795075.22,USD
2025-08,APAC,Services,ServicesPlus,MidMarket,gross_margin,837046.75,743286.41,625948.3,USD
2025-08,APAC,Services,ServicesPlus,Enterprise,revenue,1368870.73,1199525.16,1295279.58,USD
2025-08,APAC,Services,ServicesPlus,Enterprise,gross_margin,521944.0,443824.31,458466.32,USD
2025-11,NA,Core,Alpha,SMB,revenue,2060244.61,2020676.6,1628615.4,USD
2025-11,NA,Core,Alpha,SMB,gross_margin,1444619.26,1414473.62,1170898.73,USD
2025-11,NA,Core,Alpha,MidMarket,revenue,1392625.25,1683897.17,1547459.87,USD
2025-11,NA,Core,Alpha,MidMarket,gross_margin,987239.58,1178728.02,1088817.93,USD
2025-11,NA,Core,Alpha,Enterprise,revenue,1054538.54,1004992.59,809273.63,USD
2025-11,NA,Core,Alpha,Enterprise,gross_margin,718821.65,703494.82,560989.11,USD
2025-11,NA,Core,Beta,SMB,revenue,3366628.24,3140518.78,2447741.88,USD
2025-11,NA,Core,Beta,SMB,gross_margin,2264184.97,2104147.58,1581669.21,USD
2025-11,NA,Core,Beta,MidMarket,revenue,2884749.46,2617098.99,2376308.29,USD
2025-11,NA,Core,Beta,MidMarket,gross_margin,1903613.59,1753456.32,1659624.66,USD
2025-11,NA,Core,Beta,Enterprise,revenue,1518141.76,1561951.14,1215710.61,USD
2025-11,NA,Core,Beta,Enterprise,gross_margin,998500.74,1046507.26,822089.33,USD
2025-11,NA,Core,Gamma,SMB,revenue,1776876.08,1695462.08,1435381.36,USD
2025-11,NA,Core,Gamma,SMB,gross_margin,1125087.37,1068141.11,902335.69,USD
2025-11,NA,Core,Gamma,MidMarket,revenue,1511014.2,1412885.07,1288862.94,USD
2025-11,NA,Core,Gamma,MidMarket,gross_margin,981266.11,890117.59,789395.38,USD
2025-11,NA,Core,Gamma,Enterprise,revenue,902944.13,843245.69,758582.84,USD
2025-11,NA,Core,Gamma,Enterprise,gross_margin,564530.59,531244.79,471861.75,USD
2025-11,NA,Core,ServicesPlus,SMB,revenue,1174166.89,1392496.34,1200127.17,USD
2025-11,NA,Core,ServicesPlus,SMB,gross_margin,701784.76,849422.77,732971.16,USD
2025-11,NA,Core,ServicesPlus,MidMarket,revenue,1129979.46,1160413.62,1003064.53,USD
2025-11,NA,Core,ServicesPlus,MidMarket,gross_margin,678990.34,707852.31,597825.79,USD
2025-11,NA,Core,ServicesPlus,Enterprise,revenue,698302.77,692564.32,621501.66,USD
2025-11,NA,Core,ServicesPlus,Enterprise,gross_margin,437685.75,422464.23,386027.19,USD
2025-11,NA,Growth,Alpha,SMB,revenue,2050175.15,2089188.99,1976990.8,USD
2025-11,NA,Growth,Alpha,SMB,gross_margin,1132642.07,1190837.72,1106156.84,USD
2025-11,NA,Growth,Alpha,MidMarket,revenue,1903714.63,1746794.13,1438781.75,USD
2025-11,NA,Growth,Alpha,MidMarket,gross_margin,1090924.96,995672.65,823954.76,USD
2025-11,NA,Growth,Alpha,Enterprise,revenue,885405.59,1044594.5,885838.98,USD
2025-11,NA,Growth,Alpha,Enterprise,gross_margin,492612.09,595418.86,493841.38,USD
2025-11,NA,Growth,Beta,SMB,revenue,5997016.94,5064906.92,3870800.05,USD
2025-11,NA,Growth,Beta,SMB,gross_margin,3254150.48,2735049.74,2036345.46,USD
2025-11,NA,Growth,Beta,MidMarket,revenue,4411585.14,4234824.96,3430465.96,USD
2025-11,NA,Growth,Beta,MidMarket,gross_margin,2478031.32,2286805.48,1925257.83,USD
2025-11,NA,Growth,Beta,Enterprise,revenue,2730988.02,2532453.46,1834952.99,USD
2025-11,NA,Growth,Beta,Enterprise,gross_margin,1505219.36,1367524.87,965706.2,USD
2025-11,NA,Growth,Gamma,SMB,revenue,4569550.31,4691325.88,4179646.43,USD
2025-11,NA,Growth,Gamma,SMB,gross_margin,2244315.33,2345662.94,2179188.3,USD
2025-11,NA,Growth,Gamma,MidMarket,revenue,3836468.74,3922469.69,3608745.44,USD
2025-11,NA,Growth,Gamma,MidMarket,gross_margin,1903891.49,1961234.85,1778708.95,USD
2025-11,NA,Growth,Gamma,Enterprise,revenue,2245882.45,2345662.94,2002148.93,USD
2025-11,NA,Growth,Gamma,Enterprise,gross_margin,1051487.2,1172831.47,1065465.89,USD
2025-11,NA,Growth,ServicesPlus,SMB,revenue,1320116.36,1440301.66,1224822.72,USD
2025-11,NA,Growth,ServicesPlus,SMB,gross_margin,638279.64,691344.8,592905.21,USD
2025-11,NA,Growth,ServicesPlus,MidMarket,revenue,1170307.77,1204252.22,1091241.55,USD
2025-11,NA,Growth,ServicesPlus,MidMarket,gross_margin,551176.03,578041.07,575054.19,USD
2025-11,NA,Growth,ServicesPlus,Enterprise,revenue,654400.73,720150.83,616300.31,USD
2025-11,NA,Growth,ServicesPlus,Enterprise,gross_margin,321203.79,345672.4,276926.72,USD
2025-11,NA,Services,Alpha,SMB,revenue,1295738.29,1364778.05,1244872.81,USD
2025-11,NA,Services,Alpha,SMB,gross_margin,608888.98,627797.9,541786.43,USD
2025-11,NA,Services,Alpha,MidMarket,revenue,1292973.29,1138228.55,1001208.88,USD
2025-11,NA,Services,Alpha,MidMarket,gross_margin,633081.55,523585.13,474606.06,USD
2025-11,NA,Services,Alpha,Enterprise,revenue,701356.65,679648.51,529433.41,USD
2025-11,NA,Services,Alpha,Enterprise,gross_margin,306810.44,312638.31,245126.3,USD
2025-11,NA,Services,Beta,SMB,revenue,2897947.14,2988093.34,2805722.01,USD
2025-11,NA,Services,Beta,SMB,gross_margin,1261713.66,1284880.14,1224664.5,USD
2025-11,NA,Services,Beta,MidMarket,revenue,2271178.33,2492077.85,2026823.74,USD
2025-11,NA,Services,Beta,MidMarket,gross_margin,995184.0,1071593.47,879748.82,USD
2025-11,NA,Services,Beta,Enterprise,revenue,1267345.63,1488046.48,1223616.97,USD
2025-11,NA,Services,Beta,Enterprise,gross_margin,552363.32,639859.99,525342.32,USD
2025-11,NA,Services,Gamma,SMB,revenue,2843125.4,2577010.69,2535688.78,USD
2025-11,NA,Services,Gamma,SMB,gross_margin,1114016.03,1005034.17,987897.44,USD
2025-11,NA,Services,Gamma,MidMarket,revenue,1913988.37,2149233.82,1753537.01,USD
2025-11,NA,Services,Gamma,MidMarket,gross_margin,742610.75,838201.19,721176.04,USD
2025-11,NA,Services,Gamma,Enterprise,revenue,1331759.65,1283330.63,1026756.28,USD
2025-11,NA,Services,Gamma,Enterprise,gross_margin,551292.67,500498.94,428013.53,USD
2025-11,NA,Services,ServicesPlus,SMB,revenue,1384790.3,1458722.84,1136489.27,USD
2025-11,NA,Services,ServicesPlus,SMB,gross_margin,491774.26,539727.45,403930.0,USD
2025-11,NA,Services,ServicesPlus,MidMarket,revenue,1352021.17,1216578.75,1162321.19,USD
2025-11,NA,Services,ServicesPlus,MidMarket,gross_margin,483013.8,450134.14,429267.52,USD
2025-11,NA,Services,ServicesPlus,Enterprise,revenue,813100.07,726432.26,634381.51,USD
2025-11,NA,Services,ServicesPlus,Enterprise,gross_margin,291238.68,268779.94,223179.97,USD
2025-11,EMEA,Core,Alpha,SMB,revenue,3319839.82,3322497.81,2968870.32,EUR
2025-11,EMEA,Core,Alpha,SMB,gross_margin,2301946.52,2325748.47,2124466.74,USD
2025-11,EMEA,Core,Alpha,MidMarket,revenue,2756830.85,2768748.18,2187430.42,EUR
2025-11,EMEA,Core,Alpha,MidMarket,gross_margin,2035697.93,1938123.72,1519367.03,USD
2025-11,EMEA,Core,Alpha,Enterprise,revenue,1429463.3,1652459.23,1347616.28,EUR
2025-11,EMEA,Core,Alpha,Enterprise,gross_margin,1015945.56,1156721.46,959848.69,USD
2025-11,EMEA,Core,Beta,SMB,revenue,2566272.09,2461868.46,1757551.43,EUR
2025-11,EMEA,Core,Beta,SMB,gross_margin,1728542.18,1649451.87,1223345.54,USD
2025-11,EMEA,Core,Beta,MidMarket,revenue,2124921.22,2051557.05,1637369.48,EUR
2025-11,EMEA,Core,Beta,MidMarket,gross_margin,1414836.36,1374543.22,1127856.6,USD
2025-11,EMEA,Core,Beta,Enterprise,revenue,1204685.53,1224421.35,958818.58,EUR
2025-11,EMEA,Core,Beta,Enterprise,gross_margin,806426.56,820362.3,642708.98,USD
2025-11,EMEA,Core,Gamma,SMB,revenue,3948038.39,4148783.13,3565074.52,EUR
2025-11,EMEA,Core,Gamma,SMB,gross_margin,2472496.58,2613733.37,2208277.81,USD
2025-11,EMEA,Core,Gamma,MidMarket,revenue,3542828.17,3457319.27,2567130.77,EUR
2025-11,EMEA,Core,Gamma,MidMarket,gross_margin,2274743.4,2178111.14,1564277.96,USD
2025-11,EMEA,Core,Gamma,Enterprise,revenue,2085217.82,2063415.95,1997346.13,EUR
2025-11,EMEA,Core,Gamma,Enterprise,gross_margin,1371592.65,1299952.05,1286657.67,USD
2025-11,EMEA,Core,ServicesPlus,SMB,revenue,2221069.43,2143744.0,1540839.48,EUR
2025-11,EMEA,Core,ServicesPlus,SMB,gross_margin,1322144.42,1307683.84,1015323.83,USD
2025-11,EMEA,Core,ServicesPlus,MidMarket,revenue,1592749.91,1786453.33,1725659.27,EUR
2025-11,EMEA,Core,ServicesPlus,MidMarket,gross_margin,923539.95,1089736.53,1011374.94,USD
2025-11,EMEA,Core,ServicesPlus,Enterprise,revenue,1071284.88,1066200.72,883686.68,EUR
2025-11,EMEA,Core,ServicesPlus,Enterprise,gross_margin,651611.37,650382.44,543955.56,USD
2025-11,EMEA,Growth,Alpha,SMB,revenue,3160674.93,3026162.37,2328697.8,EUR
2025-11,EMEA,Growth,Alpha,SMB,gross_margin,1772286.11,1724912.55,1289328.94,USD
2025-11,EMEA,Growth,Alpha,MidMarket,revenue,2652440.96,2530207.98,2120383.52,EUR
2025-11,EMEA,Growth,Alpha,MidMarket,gross_margin,1492730.77,1442218.55,1239987.35,USD
2025-11,EMEA,Growth,Alpha,Enterprise,revenue,1504596.9,1513081.19,1254953.77,EUR
2025-11,EMEA,Growth,Alpha,Enterprise,gross_margin,832230.84,862456.28,736931.52,USD
2025-11,EMEA,Growth,Beta,SMB,revenue,1958837.03,1992072.4,1620780.53,EUR
2025-11,EMEA,Growth,Beta,SMB,gross_margin,1103373.25,1075719.09,854525.55,USD
2025-11,EMEA,Growth,Beta,MidMarket,revenue,1561617.98,1665593.87,1523898.97,EUR
2025-11,EMEA,Growth,Beta,MidMarket,gross_margin,851135.83,899420.69,797446.24,USD
2025-11,EMEA,Growth,Beta,Enterprise,revenue,1035649.79,996036.2,828969.08,EUR
2025-11,EMEA,Growth,Beta,Enterprise,gross_margin,565460.72,537859.55,456213.2,USD
2025-11,EMEA,Growth,Gamma,SMB,revenue,4489371.73,4514520.06,3917322.45,EUR
2025-11,EMEA,Growth,Gamma,SMB,gross_margin,2287732.55,2257260.03,2050926.49,USD
2025-11,EMEA,Growth,Gamma,MidMarket,revenue,3538617.09,3774640.38,3173910.46,EUR
2025-11,EMEA,Growth,Gamma,MidMarket,gross_margin,1783840.15,1887320.19,1517183.34,USD
2025-11,EMEA,Growth,Gamma,Enterprise,revenue,2248144.87,2257260.03,1993480.59,EUR
2025-11,EMEA,Growth,Gamma,Enterprise,gross_margin,1116130.98,1128630.01,1019561.12,USD
2025-11,EMEA,Growth,ServicesPlus,SMB,revenue,3636953.16,3606213.68,2787596.14,EUR
2025-11,EMEA,Growth,ServicesPlus,SMB,gross_margin,1785226.27,1730982.57,1357484.98,USD
2025-11,EMEA,Growth,ServicesPlus,MidMarket,revenue,2865690.73,3015195.32,2296843.14,EUR
2025-11,EMEA,Growth,ServicesPlus,MidMarket,gross_margin,1449738.3,1447293.76,1147956.13,USD
2025-11,EMEA,Growth,ServicesPlus,Enterprise,revenue,1777908.91,1803106.84,1352589.55,EUR
2025-11,EMEA,Growth,ServicesPlus,Enterprise,gross_margin,873170.35,865491.28,668515.58,USD
2025-11,EMEA,Services,Alpha,SMB,revenue,3777573.48,3768785.14,3329210.47,EUR
2025-11,EMEA,Services,Alpha,SMB,gross_margin,1775769.63,1733641.16,1541136.87,USD
2025-11,EMEA,Services,Alpha,MidMarket,revenue,2807855.78,3143176.9,3081299.52,EUR
2025-11,EMEA,Services,Alpha,MidMarket,gross_margin,1322329.13,1445861.37,1340833.75,USD
2025-11,EMEA,Services,Alpha,Enterprise,revenue,1903104.33,1876824.73,1797656.77,EUR
2025-11,EMEA,Services,Alpha,Enterprise,gross_margin,883408.2,863339.37,821016.36,USD
2025-11,EMEA,Services,Beta,SMB,revenue,4078358.73,4329771.66,3180570.73,EUR
2025-11,EMEA,Services,Beta,SMB,gross_margin,1786195.2,1861801.81,1359138.49,USD
2025-11,EMEA,Services,Beta,MidMarket,revenue,3519562.45,3611041.16,2729157.57,EUR
2025-11,EMEA,Services,Beta,MidMarket,gross_margin,1502815.63,1552747.7,1179505.91,USD
2025-11,EMEA,Services,Beta,Enterprise,revenue,2204956.08,2156191.51,1563581.23,EUR
2025-11,EMEA,Services,Beta,Enterprise,gross_margin,966339.92,927162.35,647077.74,USD
2025-11,EMEA,Services,Gamma,SMB,revenue,3242195.93,3933052.06,2692823.39,EUR
2025-11,EMEA,Services,Gamma,SMB,gross_margin,1284602.67,1533890.3,963208.94,USD
2025-11,EMEA,Services,Gamma,MidMarket,revenue,3217375.68,3280175.95,2545669.5,EUR
2025-11,EMEA,Services,Gamma,MidMarket,gross_margin,1294601.0,1279268.62,968196.84,USD
2025-11,EMEA,Services,Gamma,Enterprise,revenue,1640353.55,1958628.34,1676740.95,EUR
2025-11,EMEA,Services,Gamma,Enterprise,gross_margin,620958.41,763865.05,652900.55,USD
2025-11,EMEA,Services,ServicesPlus,SMB,revenue,1724305.58,1707377.16,1636465.5,EUR
2025-11,EMEA,Services,ServicesPlus,SMB,gross_margin,636056.77,631729.55,582775.74,USD
2025-11,EMEA,Services,ServicesPlus,MidMarket,revenue,1145745.43,1423957.13,1074164.86,EUR
2025-11,EMEA,Services,ServicesPlus,MidMarket,gross_margin,432342.19,526864.14,393103.99,USD
2025-11,EMEA,Services,ServicesPlus,Enterprise,revenue,839062.4,850260.11,673461.72,EUR
2025-11,EMEA,Services,ServicesPlus,Enterprise,gross_margin,306510.68,314596.24,233949.17,USD
2025-11,APAC,Core,Alpha,SMB,revenue,1790604.29,1666225.59,1541122.08,USD
2025-11,APAC,Core,Alpha,SMB,gross_margin,1284865.15,1166357.91,1085455.35,USD
2025-11,APAC,Core,Alpha,MidMarket,revenue,1470270.62,1388521.32,1196012.75,USD
2025-11,APAC,Core,Alpha,MidMarket,gross_margin,1024240.11,971964.93,817217.63,USD
2025-11,APAC,Core,Alpha,Enterprise,revenue,867216.72,828704.79,671830.62,USD
2025-11,APAC,Core,Alpha,Enterprise,gross_margin,627603.55,580093.35,496439.61,USD
2025-11,APAC,Core,Beta,SMB,revenue,4354429.02,4316983.55,3564589.69,USD
2025-11,APAC,Core,Beta,SMB,gross_margin,2930291.24,2892378.98,2362032.67,USD
2025-11,APAC,Core,Beta,MidMarket,revenue,3445476.59,3597486.29,3164008.24,USD
2025-11,APAC,Core,Beta,MidMarket,gross_margin,2305574.23,2410315.81,2095310.89,USD
2025-11,APAC,Core,Beta,Enterprise,revenue,1876959.73,2147071.18,1821928.29,USD
2025-11,APAC,Core,Beta,Enterprise,gross_margin,1223911.21,1438537.69,1203539.7,USD
2025-11,APAC,Core,Gamma,SMB,revenue,2266789.68,2274610.83,1961655.47,USD
2025-11,APAC,Core,Gamma,SMB,gross_margin,1422872.57,1433004.82,1248428.58,USD
2025-11,APAC,Core,Gamma,MidMarket,revenue,2107089.03,1895509.02,1681819.59,USD
2025-11,APAC,Core,Gamma,MidMarket,gross_margin,1353070.53,1194170.68,1039921.44,USD
2025-11,APAC,Core,Gamma,Enterprise,revenue,1248015.06,1131287.92,928046.29,USD
2025-11,APAC,Core,Gamma,Enterprise,gross_margin,803080.83,712711.39,591923.39,USD
2025-11,APAC,Core,ServicesPlus,SMB,revenue,4074316.94,3862161.65,3086702.36,USD
2025-11,APAC,Core,ServicesPlus,SMB,gross_margin,2370747.4,2355918.61,1854312.65,USD
2025-11,APAC,Core,ServicesPlus,MidMarket,revenue,3135588.5,3218468.04,3169355.71,USD
2025-11,APAC,Core,ServicesPlus,MidMarket,gross_margin,1857999.81,1963265.51,2020185.93,USD
2025-11,APAC,Core,ServicesPlus,Enterprise,revenue,1807818.9,1920863.47,1745643.1,USD
2025-11,APAC,Core,ServicesPlus,Enterprise,gross_margin,1061389.43,1171726.71,1102738.0,USD
2025-11,APAC,Growth,Alpha,SMB,revenue,2289976.11,2375682.32,1836627.77,USD
2025-11,APAC,Growth,Alpha,SMB,gross_margin,1280772.97,1354138.92,1018367.31,USD
2025-11,APAC,Growth,Alpha,MidMarket,revenue,2078845.08,1986334.39,1758904.42,USD
2025-11,APAC,Growth,Alpha,MidMarket,gross_margin,1130369.6,1132210.6,1039216.17,USD
2025-11,APAC,Growth,Alpha,Enterprise,revenue,1182129.57,1187841.16,901696.97,USD
2025-11,APAC,Growth,Alpha,Enterprise,gross_margin,688086.68,677069.46,503655.31,USD
2025-11,APAC,Growth,Beta,SMB,revenue,3397061.05,3428105.16,3007909.75,USD
2025-11,APAC,Growth,Beta,SMB,gross_margin,1853699.56,1851176.79,1622189.53,USD
2025-11,APAC,Growth,Beta,MidMarket,revenue,3434474.44,2866276.82,2392323.49,USD
2025-11,APAC,Growth,Beta,MidMarket,gross_margin,1932514.35,1547789.48,1327821.46,USD
2025-11,APAC,Growth,Beta,Enterprise,revenue,1755646.08,1714052.58,1521797.79,USD
2025-11,APAC,Growth,Beta,Enterprise,gross_margin,1006513.0,925588.39,809563.28,USD
2025-11,APAC,Growth,Gamma,SMB,revenue,4911141.39,4749277.44,3652622.12,USD
2025-11,APAC,Growth,Gamma,SMB,gross_margin,2326395.1,2374638.72,1839293.47,USD
2025-11,APAC,Growth,Gamma,MidMarket,revenue,3811660.35,3970923.64,3580830.12,USD
2025-11,APAC,Growth,Gamma,MidMarket,gross_margin,1934142.81,1985461.82,1798779.18,USD
2025-11,APAC,Growth,Gamma,Enterprise,revenue,2638419.11,2374638.72,2153329.46,USD
2025-11,APAC,Growth,Gamma,Enterprise,gross_margin,1265473.89,1187319.36,1050810.07,USD
2025-11,APAC,Growth,ServicesPlus,SMB,revenue,3782515.29,3961121.86,3731471.44,USD
2025-11,APAC,Growth,ServicesPlus,SMB,gross_margin,1767437.53,1901338.49,1781800.3,USD
2025-11,APAC,Growth,ServicesPlus,MidMarket,revenue,3021326.91,3311938.0,2882148.86,USD
2025-11,APAC,Growth,ServicesPlus,MidMarket,gross_margin,1464835.98,1589730.24,1333331.25,USD
2025-11,APAC,Growth,ServicesPlus,Enterprise,revenue,1796714.12,1980560.93,1859966.91,USD
2025-11,APAC,Growth,ServicesPlus,Enterprise,gross_margin,911917.48,950669.25,859947.82,USD
2025-11,APAC,Services,Alpha,SMB,revenue,3845927.33,3854240.46,3246950.41,USD
2025-11,APAC,Services,Alpha,SMB,gross_margin,1754228.52,1772950.61,1552703.4,USD
2025-11,APAC,Services,Alpha,MidMarket,revenue,3364864.32,3214446.86,2675890.82,USD
2025-11,APAC,Services,Alpha,MidMarket,gross_margin,1539054.11,1478645.56,1203268.68,USD
2025-11,APAC,Services,Alpha,Enterprise,revenue,1921476.08,1919380.79,1665730.7,USD
2025-11,APAC,Services,Alpha,Enterprise,gross_margin,888893.04,882915.16,773291.03,USD
2025-11,APAC,Services,Beta,SMB,revenue,3261330.94,3228258.8,2492125.83,USD
2025-11,APAC,Services,Beta,SMB,gross_margin,1407372.16,1388151.28,1042135.64,USD
2025-11,APAC,Services,Beta,MidMarket,revenue,3072325.84,2692376.48,2266394.87,USD
2025-11,APAC,Services,Beta,MidMarket,gross_margin,1382389.59,1157721.89,932871.09,USD
2025-11,APAC,Services,Beta,Enterprise,revenue,1918980.47,1607646.95,1303839.46,USD
2025-11,APAC,Services,Beta,Enterprise,gross_margin,831086.14,691288.19,523266.86,USD
2025-11,APAC,Services,Gamma,SMB,revenue,3500881.54,3579153.8,3243964.78,USD
2025-11,APAC,Services,Gamma,SMB,gross_margin,1305741.88,1395869.98,1308278.54,USD
2025-11,APAC,Services,Gamma,MidMarket,revenue,3249055.7,2985023.85,2888221.49,USD
2025-11,APAC,Services,Gamma,MidMarket,gross_margin,1255772.41,1164159.3,1099898.38,USD
2025-11,APAC,Services,Gamma,Enterprise,revenue,1732234.38,1782389.84,1389992.38,USD
2025-11,APAC,Services,Gamma,Enterprise,gross_margin,694313.41,695132.04,554899.36,USD
2025-11,APAC,Services,ServicesPlus,SMB,revenue,2846602.05,2914766.91,2346350.95,USD
2025-11,APAC,Services,ServicesPlus,SMB,gross_margin,1020001.46,1078463.76,875111.62,USD
2025-11,APAC,Services,ServicesPlus,MidMarket,revenue,2176888.82,2430923.41,1956563.89,USD
2025-11,APAC,Services,ServicesPlus,MidMarket,gross_margin,817733.73,899441.66,728093.01,USD
2025-11,APAC,Services,ServicesPlus,Enterprise,revenue,1464247.95,1451530.51,1305161.54,USD
2025-11,APAC,Services,ServicesPlus,Enterprise,gross_margin,535450.58,537066.29,482587.76,USD
2024-10,NA,Core,Alpha,SMB,opex,346787.72,348307.0,356595.39,USD
2024-10,NA,Core,Alpha,MidMarket,opex,302532.99,303858.39,264679.94,USD
