month,region,bu,product_line,shipped_units,fulfillment_rate
2025-09,EMEA,Growth,ServicesPlus,371,0.977
2025-09,EMEA,Services,Alpha,356,0.924
2025-09,EMEA,Services,Beta,396,0.896
2025-09,EMEA,Services,Gamma,360,0.899
2025-09,EMEA,Services,ServicesPlus,161,0.923
2025-09,APAC,Core,Alpha,165,0.885
2025-09,APAC,Core,Beta,475,0.988
2025-09,APAC,Core,Gamma,221,0.873
2025-09,APAC,Core,ServicesPlus,408,0.944
2025-09,APAC,Growth,Alpha,248,0.895
2025-09,APAC,Growth,Beta,377,0.946
2025-09,APAC,Growth,Gamma,439,0.797
2025-09,APAC,Growth,ServicesPlus,456,0.987
2025-09,APAC,Services,Alpha,430,0.986
2025-09,APAC,Services,Beta,334,0.915
2025-09,APAC,Services,Gamma,389,0.964
2025-09,APAC,Services,ServicesPlus,303,0.916
2025-10,NA,Core,Alpha,208,0.914
2025-10,NA,Core,Beta,327,0.926
2025-10,NA,Core,Gamma,176,0.921
2025-10,NA,Core,ServicesPlus,147,0.937
2025-10,NA,Growth,Alpha,231,0.938
2025-10,NA,Growth,Beta,540,0.905
2025-10,NA,Growth,Gamma,496,0.899
2025-10,NA,Growth,ServicesPlus,154,0.904
2025-10,NA,Services,Alpha,141,0.903
2025-10,NA,Services,Beta,320,0.941
2025-10,NA,Services,Gamma,282,0.961
2025-10,NA,Services,ServicesPlus,154,0.922
2025-10,EMEA,Core,Alpha,299,0.887
2025-10,EMEA,Core,Beta,224,0.896
2025-10,EMEA,Core,Gamma,398,0.946
2025-10,EMEA,Core,ServicesPlus,200,0.917
2025-10,EMEA,Growth,Alpha,295,0.916
2025-10,EMEA,Growth,Beta,208,0.982
2025-10,EMEA,Growth,Gamma,438,0.916
2025-10,EMEA,Growth,ServicesPlus,345,0.899
2025-10,EMEA,Services,Alpha,380,0.98
2025-10,EMEA,Services,Beta,385,0.866
2025-10,EMEA,Services,Gamma,366,0.907
2025-10,EMEA,Services,ServicesPlus,156,0.89
2025-10,APAC,Core,Alpha,177,0.942
2025-10,APAC,Core,Beta,468,0.964
2025-10,APAC,Core,Gamma,236,0.922
2025-10,APAC,Core,ServicesPlus,412,0.947
2025-10,APAC,Growth,Alpha,258,0.921
2025-10,APAC,Growth,Beta,382,0.947
2025-10,APAC,Growth,Gamma,529,0.948
2025-10,APAC,Growth,ServicesPlus,437,0.935
2025-10,APAC,Services,Alpha,409,0.932
2025-10,APAC,Services,Beta,331,0.902
2025-10,APAC,Services,Gamma,365,0.897
2025-10,APAC,Services,ServicesPlus,303,0.913
2025-11,NA,Core,Alpha,245,0.939
2025-11,NA,Core,Beta,398,0.981
2025-11,NA,Core,Gamma,200,0.91
2025-11,NA,Core,ServicesPlus,159,0.885
2025-11,NA,Growth,Alpha,262,0.923
2025-11,NA,Growth,Beta,662,0.962
2025-11,NA,Growth,Gamma,599,0.94
2025-11,NA,Growth,ServicesPlus,178,0.91
2025-11,NA,Services,Alpha,155,0.869
2025-11,NA,Services,Beta,362,0.926
2025-11,NA,Services,Gamma,318,0.943
2025-11,NA,Services,ServicesPlus,175,0.917
2025-11,EMEA,Core,Alpha,343,0.885
2025-11,EMEA,Core,Beta,273,0.951
2025-11,EMEA,Core,Gamma,453,0.937
2025-11,EMEA,Core,ServicesPlus,232,0.928
2025-11,EMEA,Growth,Alpha,346,0.934
2025-11,EMEA,Growth,Beta,234,0.959
2025-11,EMEA,Growth,Gamma,490,0.887
2025-11,EMEA,Growth,ServicesPlus,416,0.943
2025-11,EMEA,Services,Alpha,403,0.906
2025-11,EMEA,Services,Beta,464,0.909
2025-11,EMEA,Services,Gamma,412,0.889
2025-11,EMEA,Services,ServicesPlus,181,0.898
2025-11,APAC,Core,Alpha,200,0.929
2025-11,APAC,Core,Beta,508,0.91
2025-11,APAC,Core,Gamma,273,0.927
2025-11,APAC,Core,ServicesPlus,452,0.904
2025-11,APAC,Growth,Alpha,309,0.959
2025-11,APAC,Growth,Beta,447,0.96
2025-11,APAC,Growth,Gamma,631,0.978
2025-11,APAC,Growth,ServicesPlus,458,0.851
2025-11,APAC,Services,Alpha,482,0.955
2025-11,APAC,Services,Beta,399,0.945
2025-11,APAC,Services,Gamma,435,0.928
2025-11,APAC,Services,ServicesPlus,350,0.918
2025-12,NA,Core,Alpha,260,0.99
2025-12,NA,Core,Beta,401,0.98
2025-12,NA,Core,Gamma,202,0.912
2025-12,NA,Core,ServicesPlus,167,0.922
2025-12,NA,Growth,Alpha,254,0.887
2025-12,NA,Growth,Beta,626,0.901
2025-12,NA,Growth,Gamma,591,0.917
2025-12,NA,Growth,ServicesPlus,188,0.952
2025-12,NA,Services,Alpha,160,0.89
2025-12,NA,Services,Beta,372,0.944
2025-12,NA,Services,Gamma,330,0.971
2025-12,NA,Services,ServicesPlus,177,0.925
2025-12,EMEA,Core,Alpha,377,0.967
2025-12,EMEA,Core,Beta,265,0.918
2025-12,EMEA,Core,Gamma,462,0.948
2025-12,EMEA,Core,ServicesPlus,230,0.916
2025-12,EMEA,Growth,Alpha,341,0.913
2025-12,EMEA,Growth,Beta,214,0.871
2025-12,EMEA,Growth,Gamma,515,0.921
2025-12,EMEA,Growth,ServicesPlus,381,0.857
2025-12,EMEA,Services,Alpha,433,0.97
2025-12,EMEA,Services,Beta,490,0.953
2025-12,EMEA,Services,Gamma,445,0.953
2025-12,EMEA,Services,ServicesPlus,197,0.971
2025-12,APAC,Core,Alpha,200,0.92
2025-12,APAC,Core,Beta,521,0.926
2025-12,APAC,Core,Gamma,277,0.935
2025-12,APAC,Core,ServicesPlus,463,0.92
2025-12,APAC,Growth,Alpha,297,0.911
2025-12,APAC,Growth,Beta,447,0.949
2025-12,APAC,Growth,Gamma,638,0.976
2025-12,APAC,Growth,ServicesPlus,476,0.876
2025-12,APAC,Services,Alpha,453,0.893
2025-12,APAC,Services,Beta,386,0.907
2025-12,APAC,Services,Gamma,422,0.893
2025-12,APAC,Services,ServicesPlus,367,0.956
