month,region,bu,product_line,segment,orders,cancellations,backlog,avg_discount,asp
2024-05,APAC,Services,ServicesPlus,Enterprise,56,4,29,0.08,19974.9
2024-06,NA,Core,Alpha,SMB,90,5,66,0.153,18258.64
2024-06,NA,Core,Alpha,MidMarket,67,3,59,0.125,19548.02
2024-06,NA,Core,Alpha,Enterprise,42,1,16,0.055,21232.06
2024-06,NA,Core,Beta,SMB,141,7,105,0.162,18397.78
2024-06,NA,Core,Beta,MidMarket,104,9,65,0.106,19794.1
2024-06,NA,Core,Beta,Enterprise,52,4,42,0.05,20838.41
2024-06,NA,Core,Gamma,SMB,78,3,29,0.161,18925.3
2024-06,NA,Core,Gamma,MidMarket,53,4,45,0.106,19917.92
2024-06,NA,Core,Gamma,Enterprise,28,2,23,0.072,20647.66
2024-06,NA,Core,ServicesPlus,SMB,58,2,34,0.18,17795.45
2024-06,NA,Core,ServicesPlus,MidMarket,45,2,28,0.108,19302.09
2024-06,NA,Core,ServicesPlus,Enterprise,26,1,20,0.073,19700.2
2024-06,NA,Growth,Alpha,SMB,86,6,51,0.196,18170.57
2024-06,NA,Growth,Alpha,MidMarket,77,3,52,0.126,19364.15
2024-06,NA,Growth,Alpha,Enterprise,42,3,13,0.097,19384.22
2024-06,NA,Growth,Beta,SMB,214,12,95,0.208,17720.46
2024-06,NA,Growth,Beta,MidMarket,168,8,84,0.137,18674.41
2024-06,NA,Growth,Beta,Enterprise,97,5,60,0.099,19254.83
2024-06,NA,Growth,Gamma,SMB,201,17,105,0.204,17531.22
2024-06,NA,Growth,Gamma,MidMarket,129,8,86,0.138,18565.15
2024-06,NA,Growth,Gamma,Enterprise,96,8,37,0.087,19432.23
2024-06,NA,Growth,ServicesPlus,SMB,63,3,37,0.21,17406.34
2024-06,NA,Growth,ServicesPlus,MidMarket,49,2,28,0.132,18709.38
2024-06,NA,Growth,ServicesPlus,Enterprise,27,2,12,0.109,19502.39
2024-06,NA,Services,Alpha,SMB,60,4,47,0.178,18127.29
2024-06,NA,Services,Alpha,MidMarket,44,2,24,0.102,19742.62
2024-06,NA,Services,Alpha,Enterprise,28,1,11,0.055,21197.22
2024-06,NA,Services,Beta,SMB,143,12,72,0.168,17884.02
2024-06,NA,Services,Beta,MidMarket,104,7,68,0.127,20079.39
2024-06,NA,Services,Beta,Enterprise,58,3,38,0.076,20566.44
2024-06,NA,Services,Gamma,SMB,123,7,89,0.165,19276.04
2024-06,NA,Services,Gamma,MidMarket,89,5,20,0.111,19946.1
2024-06,NA,Services,Gamma,Enterprise,55,3,29,0.076,20377.55
2024-06,NA,Services,ServicesPlus,SMB,67,5,46,0.178,17710.23
2024-06,NA,Services,ServicesPlus,MidMarket,51,3,37,0.087,19761.8
2024-06,NA,Services,ServicesPlus,Enterprise,30,2,20,0.066,20349.12
2024-06,EMEA,Core,Alpha,SMB,117,8,106,0.152,18497.37
2024-06,EMEA,Core,Alpha,MidMarket,100,7,91,0.094,19952.16
2024-06,EMEA,Core,Alpha,Enterprise,54,5,37,0.047,20571.22
2024-06,EMEA,Core,Beta,SMB,82,3,58,0.149,18338.68
2024-06,EMEA,Core,Beta,MidMarket,83,3,42,0.107,19769.27
2024-06,EMEA,Core,Beta,Enterprise,45,3,33,0.07,20438.61
2024-06,EMEA,Core,Gamma,SMB,159,9,105,0.173,18073.36
2024-06,EMEA,Core,Gamma,MidMarket,118,10,108,0.109,19251.27
2024-06,EMEA,Core,Gamma,Enterprise,74,4,25,0.044,21313.73
2024-06,EMEA,Core,ServicesPlus,SMB,86,5,54,0.17,18597.28
2024-06,EMEA,Core,ServicesPlus,MidMarket,68,2,30,0.093,19712.03
2024-06,EMEA,Core,ServicesPlus,Enterprise,43,2,24,0.063,21035.7
2024-06,EMEA,Growth,Alpha,SMB,117,4,85,0.196,17828.83
2024-06,EMEA,Growth,Alpha,MidMarket,86,7,52,0.147,18503.23
2024-06,EMEA,Growth,Alpha,Enterprise,52,4,28,0.094,20218.23
2024-06,EMEA,Growth,Beta,SMB,75,2,40,0.188,17953.15
2024-06,EMEA,Growth,Beta,MidMarket,51,4,37,0.127,18682.21
2024-06,EMEA,Growth,Beta,Enterprise,34,1,23,0.11,19406.32
2024-06,EMEA,Growth,Gamma,SMB,164,14,92,0.19,17495.77
2024-06,EMEA,Growth,Gamma,MidMarket,144,12,105,0.155,19179.74
2024-06,EMEA,Growth,Gamma,Enterprise,73,3,54,0.113,19777.24
2024-06,EMEA,Growth,ServicesPlus,SMB,153,5,79,0.217,16953.2
2024-06,EMEA,Growth,ServicesPlus,MidMarket,116,5,68,0.135,18023.48
2024-06,EMEA,Growth,ServicesPlus,Enterprise,48,4,37,0.116,19853.72
2024-06,EMEA,Services,Alpha,SMB,159,7,94,0.164,18341.26
2024-06,EMEA,Services,Alpha,MidMarket,114,4,84,0.107,20009.25
2024-06,EMEA,Services,Alpha,Enterprise,68,2,35,0.092,19695.37
2024-06,EMEA,Services,Beta,SMB,161,8,134,0.151,19361.38
2024-06,EMEA,Services,Beta,MidMarket,141,11,99,0.126,18935.95
2024-06,EMEA,Services,Beta,Enterprise,82,3,53,0.073,20160.75
2024-06,EMEA,Services,Gamma,SMB,143,9,88,0.135,19150.78
2024-06,EMEA,Services,Gamma,MidMarket,99,7,61,0.092,19731.08
2024-06,EMEA,Services,Gamma,Enterprise,67,3,19,0.087,20786.82
2024-06,EMEA,Services,ServicesPlus,SMB,74,2,51,0.15,18785.59
2024-06,EMEA,Services,ServicesPlus,MidMarket,53,2,48,0.108,19013.66
2024-06,EMEA,Services,ServicesPlus,Enterprise,29,1,20,0.055,21175.66
2024-06,APAC,Core,Alpha,SMB,74,5,32,0.167,18269.68
2024-06,APAC,Core,Alpha,MidMarket,59,5,30,0.093,20036.17
2024-06,APAC,Core,Alpha,Enterprise,30,1,37,0.047,20188.99
2024-06,APAC,Core,Beta,SMB,198,9,78,0.154,18543.42
2024-06,APAC,Core,Beta,MidMarket,146,5,74,0.099,19377.74
2024-06,APAC,Core,Beta,Enterprise,68,3,32,0.064,19619.61
2024-06,APAC,Core,Gamma,SMB,105,8,61,0.139,18646.06
2024-06,APAC,Core,Gamma,MidMarket,70,5,44,0.119,19603.84
2024-06,APAC,Core,Gamma,Enterprise,44,3,31,0.06,20993.69
2024-06,APAC,Core,ServicesPlus,SMB,172,13,101,0.16,17909.32
2024-06,APAC,Core,ServicesPlus,MidMarket,113,5,75,0.087,20128.62
2024-06,APAC,Core,ServicesPlus,Enterprise,86,8,47,0.043,21289.81
2024-06,APAC,Growth,Alpha,SMB,103,6,61,0.208,17123.88
2024-06,APAC,Growth,Alpha,MidMarket,80,4,67,0.134,19284.46
2024-06,APAC,Growth,Alpha,Enterprise,42,3,23,0.097,19787.2
2024-06,APAC,Growth,Beta,SMB,163,14,82,0.199,17124.27
2024-06,APAC,Growth,Beta,MidMarket,105,6,69,0.15,18710.15
2024-06,APAC,Growth,Beta,Enterprise,61,5,34,0.1,20048.69
2024-06,APAC,Growth,Gamma,SMB,206,12,118,0.187,17252.13
2024-06,APAC,Growth,Gamma,MidMarket,148,8,95,0.145,18394.62
2024-06,APAC,Growth,Gamma,Enterprise,76,3,54,0.101,19549.26
2024-06,APAC,Growth,ServicesPlus,SMB,148,5,100,0.181,18056.06
2024-06,APAC,Growth,ServicesPlus,MidMarket,138,8,69,0.136,19653.53
2024-06,APAC,Growth,ServicesPlus,Enterprise,81,3,64,0.098,19943.53
2024-06,APAC,Services,Alpha,SMB,159,13,134,0.171,17934.61
2024-06,APAC,Services,Alpha,MidMarket,112,6,91,0.102,19676.17
2024-06,APAC,Services,Alpha,Enterprise,79,3,36,0.076,20071.07
2024-06,APAC,Services,Beta,SMB,131,4,97,0.155,18182.39
2024-06,APAC,Services,Beta,MidMarket,111,6,69,0.085,20258.66
2024-06,APAC,Services,Beta,Enterprise,66,2,41,0.072,20830.01
2024-06,APAC,Services,Gamma,SMB,130,12,120,0.175,17887.25
2024-06,APAC,Services,Gamma,MidMarket,115,8,68,0.117,20083.06
2024-06,APAC,Services,Gamma,Enterprise,67,5,34,0.066,20298.29
2024-06,APAC,Services,ServicesPlus,SMB,136,11,81,0.165,17577.67
2024-06,APAC,Services,ServicesPlus,MidMarket,104,8,68,0.105,19902.12
2024-06,APAC,Services,ServicesPlus,Enterprise,63,2,28,0.07,21285.24
2024-07,NA,Core,Alpha,SMB,91,4,61,0.15,19224.1
2024-07,NA,Core,Alpha,MidMarket,64,5,50,0.116,19972.81
2024-07,NA,Core,Alpha,Enterprise,38,1,30,0.053,20714.47
2024-07,NA,Core,Beta,SMB,153,7,77,0.165,19107.89
2024-07,NA,Core,Beta,MidMarket,105,8,78,0.105,19736.23
2024-07,NA,Core,Beta,Enterprise,56,3,42,0.067,20009.79
2024-07,NA,Core,Gamma,SMB,73,6,40,0.166,19566.38
2024-07,NA,Core,Gamma,MidMarket,48,4,31,0.124,19293.87
2024-07,NA,Core,Gamma,Enterprise,31,3,30,0.058,20623.84
2024-07,NA,Core,ServicesPlus,SMB,63,3,46,0.167,18021.92
2024-07,NA,Core,ServicesPlus,MidMarket,50,4,23,0.095,19972.21
2024-07,NA,Core,ServicesPlus,Enterprise,29,2,3,0.073,20735.22
2024-07,NA,Growth,Alpha,SMB,91,5,56,0.225,17507.28
2024-07,NA,Growth,Alpha,MidMarket,73,4,34,0.149,18448.23
2024-07,NA,Growth,Alpha,Enterprise,43,1,24,0.093,20101.6
2024-07,NA,Growth,Beta,SMB,218,10,132,0.203,17359.71
2024-07,NA,Growth,Beta,MidMarket,166,6,53,0.128,18881.96
2024-07,NA,Growth,Beta,Enterprise,88,4,55,0.089,19438.64
2024-07,NA,Growth,Gamma,SMB,201,16,96,0.2,17893.71
2024-07,NA,Growth,Gamma,MidMarket,137,5,90,0.131,18443.02
2024-07,NA,Growth,Gamma,Enterprise,88,5,24,0.113,20106.74
2024-07,NA,Growth,ServicesPlus,SMB,63,6,38,0.2,17445.99
2024-07,NA,Growth,ServicesPlus,MidMarket,45,3,31,0.129,19374.98
2024-07,NA,Growth,ServicesPlus,Enterprise,28,2,20,0.086,20295.02
2024-07,NA,Services,Alpha,SMB,60,4,41,0.148,18814.1
2024-07,NA,Services,Alpha,MidMarket,45,2,23,0.112,20005.71
2024-07,NA,Services,Alpha,Enterprise,29,2,10,0.059,20572.42
2024-07,NA,Services,Beta,SMB,131,11,96,0.166,18453.5
2024-07,NA,Services,Beta,MidMarket,105,9,76,0.115,19501.05
2024-07,NA,Services,Beta,Enterprise,57,2,49,0.072,21173.96
2024-07,NA,Services,Gamma,SMB,107,7,52,0.151,18386.1
2024-07,NA,Services,Gamma,MidMarket,79,7,69,0.097,20731.06
2024-07,NA,Services,Gamma,Enterprise,53,3,13,0.058,20753.64
2024-07,NA,Services,ServicesPlus,SMB,63,2,34,0.184,17725.43
2024-07,NA,Services,ServicesPlus,MidMarket,53,2,42,0.115,19996.94
2024-07,NA,Services,ServicesPlus,Enterprise,31,2,22,0.061,20507.32
2024-07,EMEA,Core,Alpha,SMB,120,4,103,0.164,18617.22
2024-07,EMEA,Core,Alpha,MidMarket,115,10,64,0.086,20044.76
2024-07,EMEA,Core,Alpha,Enterprise,58,4,48,0.05,21072.39
2024-07,EMEA,Core,Beta,SMB,89,6,60,0.154,18442.08
2024-07,EMEA,Core,Beta,MidMarket,70,2,52,0.106,20478.33
2024-07,EMEA,Core,Beta,Enterprise,40,3,36,0.062,20182.37
2024-07,EMEA,Core,Gamma,SMB,134,6,114,0.16,18032.52
2024-07,EMEA,Core,Gamma,MidMarket,119,10,108,0.102,19959.32
2024-07,EMEA,Core,Gamma,Enterprise,73,6,46,0.051,20937.05
2024-07,EMEA,Core,ServicesPlus,SMB,93,3,49,0.154,19001.3
2024-07,EMEA,Core,ServicesPlus,MidMarket,71,4,50,0.083,19264.26
2024-07,EMEA,Core,ServicesPlus,Enterprise,38,3,37,0.071,20972.42
2024-07,EMEA,Growth,Alpha,SMB,124,6,71,0.206,17422.99
2024-07,EMEA,Growth,Alpha,MidMarket,92,3,78,0.144,18685.6
2024-07,EMEA,Growth,Alpha,Enterprise,57,4,33,0.1,20212.37
2024-07,EMEA,Growth,Beta,SMB,79,4,47,0.196,17549.36
2024-07,EMEA,Growth,Beta,MidMarket,61,4,33,0.138,18160.04
2024-07,EMEA,Growth,Beta,Enterprise,35,2,17,0.094,20239.68
2024-07,EMEA,Growth,Gamma,SMB,180,14,73,0.205,17054.0
2024-07,EMEA,Growth,Gamma,MidMarket,135,7,94,0.139,18735.32
2024-07,EMEA,Growth,Gamma,Enterprise,81,6,41,0.102,19861.3
2024-07,EMEA,Growth,ServicesPlus,SMB,134,7,132,0.205,17137.65
2024-07,EMEA,Growth,ServicesPlus,MidMarket,115,6,57,0.154,18753.92
2024-07,EMEA,Growth,ServicesPlus,Enterprise,66,2,51,0.102,20101.64
2024-07,EMEA,Services,Alpha,SMB,143,10,94,0.174,18108.53
2024-07,EMEA,Services,Alpha,MidMarket,120,6,109,0.109,19422.67
2024-07,EMEA,Services,Alpha,Enterprise,74,4,42,0.067,20470.48
2024-07,EMEA,Services,Beta,SMB,172,7,116,0.182,17012.59
2024-07,EMEA,Services,Beta,MidMarket,136,5,94,0.109,19285.81
2024-07,EMEA,Services,Beta,Enterprise,76,3,40,0.061,21483.37
2024-07,EMEA,Services,Gamma,SMB,134,6,83,0.17,18070.08
2024-07,EMEA,Services,Gamma,MidMarket,118,5,92,0.09,19987.91
2024-07,EMEA,Services,Gamma,Enterprise,70,4,69,0.072,20056.71
2024-07,EMEA,Services,ServicesPlus,SMB,67,4,48,0.189,17738.62
2024-07,EMEA,Services,ServicesPlus,MidMarket,57,3,42,0.127,18896.01
2024-07,EMEA,Services,ServicesPlus,Enterprise,29,2,23,0.068,20439.01
2024-07,APAC,Core,Alpha,SMB,74,3,53,0.153,18285.62
2024-07,APAC,Core,Alpha,MidMarket,58,4,28,0.096,20088.09
2024-07,APAC,Core,Alpha,Enterprise,33,3,20,0.053,20360.32
2024-07,APAC,Core,Beta,SMB,179,12,150,0.157,18899.8
2024-07,APAC,Core,Beta,MidMarket,149,12,125,0.088,20370.42
2024-07,APAC,Core,Beta,Enterprise,82,6,46,0.055,20698.22
2024-07,APAC,Core,Gamma,SMB,94,5,63,0.187,17792.37
2024-07,APAC,Core,Gamma,MidMarket,75,3,30,0.113,19527.4
2024-07,APAC,Core,Gamma,Enterprise,46,2,14,0.055,20906.91
2024-07,APAC,Core,ServicesPlus,SMB,161,5,93,0.172,18012.98
2024-07,APAC,Core,ServicesPlus,MidMarket,123,6,113,0.103,19822.14
2024-07,APAC,Core,ServicesPlus,Enterprise,75,6,51,0.054,20676.43
2024-07,APAC,Growth,Alpha,SMB,101,8,56,0.197,17355.13
2024-07,APAC,Growth,Alpha,MidMarket,88,8,56,0.134,19237.8
2024-07,APAC,Growth,Alpha,Enterprise,48,3,27,0.076,19840.86
2024-07,APAC,Growth,Beta,SMB,147,13,80,0.208,17011.89
2024-07,APAC,Growth,Beta,MidMarket,95,8,68,0.139,18141.06
2024-07,APAC,Growth,Beta,Enterprise,68,5,18,0.107,19393.77
2024-07,APAC,Growth,Gamma,SMB,183,15,120,0.2,17561.61
2024-07,APAC,Growth,Gamma,MidMarket,158,11,87,0.137,19373.14
2024-07,APAC,Growth,Gamma,Enterprise,87,3,68,0.105,19704.74
2024-07,APAC,Growth,ServicesPlus,SMB,183,6,118,0.201,17046.22
2024-07,APAC,Growth,ServicesPlus,MidMarket,136,7,54,0.143,19733.36
2024-07,APAC,Growth,ServicesPlus,Enterprise,74,5,75,0.089,19606.54
2024-07,APAC,Services,Alpha,SMB,180,11,139,0.175,18457.44
2024-07,APAC,Services,Alpha,MidMarket,160,12,107,0.124,18419.78
2024-07,APAC,Services,Alpha,Enterprise,77,3,39,0.079,20596.76
2024-07,APAC,Services,Beta,SMB,144,10,91,0.16,18840.8
2024-07,APAC,Services,Beta,MidMarket,110,9,65,0.109,19714.84
2024-07,APAC,Services,Beta,Enterprise,64,2,39,0.043,21183.15
2024-07,APAC,Services,Gamma,SMB,156,11,100,0.168,18007.87
2024-07,APAC,Services,Gamma,MidMarket,126,6,72,0.099,19769.8
2024-07,APAC,Services,Gamma,Enterprise,63,5,23,0.065,20584.4
2024-07,APAC,Services,ServicesPlus,SMB,135,10,75,0.157,18241.07
2024-07,APAC,Services,ServicesPlus,MidMarket,102,4,58,0.099,19966.33
2024-07,APAC,Services,ServicesPlus,Enterprise,56,4,48,0.077,21040.99
2024-08,NA,Core,Alpha,SMB,93,7,52,0.151,19352.19
2024-08,NA,Core,Alpha,MidMarket,71,3,47,0.12,19391.7
2024-08,NA,Core,Alpha,Enterprise,42,3,25,0.055,20870.51
2024-08,NA,Core,Beta,SMB,154,13,88,0.166,18504.16
2024-08,NA,Core,Beta,MidMarket,111,6,70,0.105,19538.79
2024-08,NA,Core,Beta,Enterprise,70,6,61,0.033,20811.68
2024-08,NA,Core,Gamma,SMB,64,5,35,0.159,19373.42
2024-08,NA,Core,Gamma,MidMarket,57,4,29,0.112,19465.63
2024-08,NA,Core,Gamma,Enterprise,29,2,19,0.064,20310.36
2024-08,NA,Core,ServicesPlus,SMB,58,2,31,0.16,17973.9
2024-08,NA,Core,ServicesPlus,MidMarket,47,2,27,0.096,19589.72
2024-08,NA,Core,ServicesPlus,Enterprise,29,2,21,0.062,20399.96
2024-08,NA,Growth,Alpha,SMB,98,4,47,0.196,17330.13
2024-08,NA,Growth,Alpha,MidMarket,80,6,47,0.145,18191.19
2024-08,NA,Growth,Alpha,Enterprise,43,4,30,0.098,20030.83
2024-08,NA,Growth,Beta,SMB,229,10,147,0.205,17496.59
2024-08,NA,Growth,Beta,MidMarket,160,8,67,0.136,18437.49
2024-08,NA,Growth,Beta,Enterprise,109,8,53,0.089,20130.83
2024-08,NA,Growth,Gamma,SMB,188,10,111,0.196,18380.89
2024-08,NA,Growth,Gamma,MidMarket,154,6,100,0.132,18920.22
2024-08,NA,Growth,Gamma,Enterprise,98,5,48,0.093,20167.61
2024-08,NA,Growth,ServicesPlus,SMB,63,5,33,0.174,18856.17
2024-08,NA,Growth,ServicesPlus,MidMarket,49,3,39,0.132,18000.9
2024-08,NA,Growth,ServicesPlus,Enterprise,28,2,12,0.096,19645.26
2024-08,NA,Services,Alpha,SMB,65,4,42,0.178,18670.39
2024-08,NA,Services,Alpha,MidMarket,48,4,32,0.093,19584.39
2024-08,NA,Services,Alpha,Enterprise,26,1,28,0.068,20988.02
2024-08,NA,Services,Beta,SMB,131,9,76,0.173,18006.9
2024-08,NA,Services,Beta,MidMarket,99,5,68,0.13,19039.53
2024-08,NA,Services,Beta,Enterprise,63,3,34,0.085,20653.54
2024-08,NA,Services,Gamma,SMB,113,9,72,0.141,18815.27
2024-08,NA,Services,Gamma,MidMarket,92,7,52,0.109,20493.3
2024-08,NA,Services,Gamma,Enterprise,50,2,16,0.081,19984.41
2024-08,NA,Services,ServicesPlus,SMB,59,4,46,0.171,18264.55
2024-08,NA,Services,ServicesPlus,MidMarket,56,4,42,0.124,19470.53
2024-08,NA,Services,ServicesPlus,Enterprise,29,1,24,0.054,20537.15
2024-08,EMEA,Core,Alpha,SMB,131,6,87,0.142,18458.92
2024-08,EMEA,Core,Alpha,MidMarket,99,5,53,0.084,20511.23
2024-08,EMEA,Core,Alpha,Enterprise,61,4,50,0.06,20406.54
2024-08,EMEA,Core,Beta,SMB,103,6,52,0.183,17508.79
2024-08,EMEA,Core,Beta,MidMarket,78,5,64,0.083,19949.27
2024-08,EMEA,Core,Beta,Enterprise,42,2,41,0.074,20452.21
2024-08,EMEA,Core,Gamma,SMB,152,8,103,0.146,19316.21
2024-08,EMEA,Core,Gamma,MidMarket,139,12,85,0.093,20608.97
2024-08,EMEA,Core,Gamma,Enterprise,70,5,8,0.063,20682.74
2024-08,EMEA,Core,ServicesPlus,SMB,103,3,51,0.145,18623.33
2024-08,EMEA,Core,ServicesPlus,MidMarket,64,3,55,0.098,19984.73
2024-08,EMEA,Core,ServicesPlus,Enterprise,38,3,26,0.043,21589.33
2024-08,EMEA,Growth,Alpha,SMB,125,6,55,0.209,17510.99
2024-08,EMEA,Growth,Alpha,MidMarket,90,4,45,0.143,18685.32
2024-08,EMEA,Growth,Alpha,Enterprise,44,2,8,0.092,19829.08
2024-08,EMEA,Growth,Beta,SMB,77,3,45,0.191,17649.16
2024-08,EMEA,Growth,Beta,MidMarket,56,2,33,0.13,19195.02
2024-08,EMEA,Growth,Beta,Enterprise,31,1,36,0.096,20667.33
2024-08,EMEA,Growth,Gamma,SMB,177,13,121,0.195,17441.51
2024-08,EMEA,Growth,Gamma,MidMarket,141,5,69,0.141,18408.95
2024-08,EMEA,Growth,Gamma,Enterprise,75,6,29,0.109,19560.99
2024-08,EMEA,Growth,ServicesPlus,SMB,131,11,103,0.184,17979.03
2024-08,EMEA,Growth,ServicesPlus,MidMarket,105,6,40,0.119,19928.13
2024-08,EMEA,Growth,ServicesPlus,Enterprise,69,6,25,0.094,19767.3
2024-08,EMEA,Services,Alpha,SMB,155,7,85,0.172,18283.69
2024-08,EMEA,Services,Alpha,MidMarket,113,7,61,0.112,20403.25
2024-08,EMEA,Services,Alpha,Enterprise,75,4,60,0.062,20400.1
2024-08,EMEA,Services,Beta,SMB,170,8,90,0.159,18611.02
2024-08,EMEA,Services,Beta,MidMarket,137,6,96,0.12,18735.39
2024-08,EMEA,Services,Beta,Enterprise,73,6,44,0.061,20642.29
2024-08,EMEA,Services,Gamma,SMB,151,9,126,0.17,18707.81
2024-08,EMEA,Services,Gamma,MidMarket,97,5,62,0.112,19273.52
2024-08,EMEA,Services,Gamma,Enterprise,73,3,34,0.08,20210.44
2024-08,EMEA,Services,ServicesPlus,SMB,79,4,59,0.167,18626.09
2024-08,EMEA,Services,ServicesPlus,MidMarket,55,5,32,0.101,20154.67
2024-08,EMEA,Services,ServicesPlus,Enterprise,32,1,16,0.069,20292.63
2024-08,APAC,Core,Alpha,SMB,73,3,46,0.165,18743.4
2024-08,APAC,Core,Alpha,MidMarket,62,3,26,0.089,19905.31
2024-08,APAC,Core,Alpha,Enterprise,32,3,25,0.058,20481.32
2024-08,APAC,Core,Beta,SMB,182,14,113,0.144,18705.8
2024-08,APAC,Core,Beta,MidMarket,150,9,108,0.098,20157.06
2024-08,APAC,Core,Beta,Enterprise,75,5,33,0.071,20152.65
2024-08,APAC,Core,Gamma,SMB,111,5,53,0.161,18550.99
2024-08,APAC,Core,Gamma,MidMarket,72,6,40,0.091,20594.26
2024-08,APAC,Core,Gamma,Enterprise,40,4,25,0.069,20802.42
2024-08,APAC,Core,ServicesPlus,SMB,177,9,99,0.171,18092.49
2024-08,APAC,Core,ServicesPlus,MidMarket,124,5,73,0.096,20073.26
2024-08,APAC,Core,ServicesPlus,Enterprise,76,3,37,0.064,20350.97
2024-08,APAC,Growth,Alpha,SMB,118,9,57,0.203,17243.72
2024-08,APAC,Growth,Alpha,MidMarket,77,6,59,0.136,18785.53
2024-08,APAC,Growth,Alpha,Enterprise,48,3,34,0.109,20414.02
2024-08,APAC,Growth,Beta,SMB,143,7,68,0.242,16671.15
2024-08,APAC,Growth,Beta,MidMarket,113,8,58,0.142,19142.19
2024-08,APAC,Growth,Beta,Enterprise,66,5,16,0.096,19761.84
2024-08,APAC,Growth,Gamma,SMB,195,16,97,0.179,17531.81
2024-08,APAC,Growth,Gamma,MidMarket,165,11,88,0.149,18270.52
2024-08,APAC,Growth,Gamma,Enterprise,102,5,72,0.092,20314.2
2024-08,APAC,Growth,ServicesPlus,SMB,172,13,118,0.207,17671.22
2024-08,APAC,Growth,ServicesPlus,MidMarket,138,8,80,0.147,18916.24
2024-08,APAC,Growth,ServicesPlus,Enterprise,68,4,46,0.075,20468.65
2024-08,APAC,Services,Alpha,SMB,190,15,75,0.171,18023.41
2024-08,APAC,Services,Alpha,MidMarket,148,8,69,0.106,19645.64
2024-08,APAC,Services,Alpha,Enterprise,90,8,64,0.077,19802.06
2024-08,APAC,Services,Beta,SMB,141,8,102,0.162,18205.72
2024-08,APAC,Services,Beta,MidMarket,118,7,52,0.105,20171.71
2024-08,APAC,Services,Beta,Enterprise,63,5,30,0.057,21364.05
2024-08,APAC,Services,Gamma,SMB,163,8,118,0.166,18416.28
2024-08,APAC,Services,Gamma,MidMarket,112,9,58,0.097,20666.63
2024-08,APAC,Services,Gamma,Enterprise,73,4,44,0.075,20556.34
2024-08,APAC,Services,ServicesPlus,SMB,118,9,86,0.147,18934.02
2024-08,APAC,Services,ServicesPlus,MidMarket,97,4,52,0.104,19886.95
2024-08,APAC,Services,ServicesPlus,Enterprise,57,3,28,0.083,19923.21
2024-09,NA,Core,Alpha,SMB,96,7,49,0.154,18034.77
2024-09,NA,Core,Alpha,MidMarket,67,5,48,0.131,19113.12
2024-09,NA,Core,Alpha,Enterprise,42,2,39,0.063,20236.12
2024-09,NA,Core,Beta,SMB,126,9,91,0.159,18830.73
2024-09,NA,Core,Beta,MidMarket,107,7,43,0.083,20513.91
2024-09,NA,Core,Beta,Enterprise,70,3,49,0.071,20187.65
2024-09,NA,Core,Gamma,SMB,81,5,42,0.15,18405.73
2024-09,NA,Core,Gamma,MidMarket,57,4,51,0.099,19007.99
2024-09,NA,Core,Gamma,Enterprise,29,1,19,0.065,20785.41
2024-09,NA,Core,ServicesPlus,SMB,65,5,45,0.168,18303.21
2024-09,NA,Core,ServicesPlus,MidMarket,48,4,28,0.099,20103.84
2024-09,NA,Core,ServicesPlus,Enterprise,30,2,28,0.027,21220.49
2024-09,NA,Growth,Alpha,SMB,85,3,83,0.191,17227.67
2024-09,NA,Growth,Alpha,MidMarket,77,3,34,0.135,19294.41
2024-09,NA,Growth,Alpha,Enterprise,41,1,19,0.095,19551.31
2024-09,NA,Growth,Beta,SMB,211,13,158,0.219,17333.56
2024-09,NA,Growth,Beta,MidMarket,177,10,76,0.141,18583.64
2024-09,NA,Growth,Beta,Enterprise,103,6,43,0.091,20209.1
2024-09,NA,Growth,Gamma,SMB,212,12,93,0.184,18023.34
2024-09,NA,Growth,Gamma,MidMarket,168,8,50,0.144,18691.18
2024-09,NA,Growth,Gamma,Enterprise,92,6,70,0.1,20203.5
2024-09,NA,Growth,ServicesPlus,SMB,64,6,34,0.213,17376.71
2024-09,NA,Growth,ServicesPlus,MidMarket,51,2,35,0.144,19000.87
2024-09,NA,Growth,ServicesPlus,Enterprise,28,1,12,0.116,19975.31
2024-09,NA,Services,Alpha,SMB,66,5,57,0.146,18945.73
2024-09,NA,Services,Alpha,MidMarket,52,3,31,0.121,19382.76
2024-09,NA,Services,Alpha,Enterprise,29,2,14,0.06,20045.73
2024-09,NA,Services,Beta,SMB,140,7,83,0.15,19065.9
2024-09,NA,Services,Beta,MidMarket,112,6,39,0.103,20318.0
2024-09,NA,Services,Beta,Enterprise,62,4,44,0.077,20053.61
2024-09,NA,Services,Gamma,SMB,126,10,69,0.166,18113.27
2024-09,NA,Services,Gamma,MidMarket,99,7,58,0.114,19702.66
2024-09,NA,Services,Gamma,Enterprise,58,3,24,0.078,20394.66
2024-09,NA,Services,ServicesPlus,SMB,76,4,26,0.164,18255.09
2024-09,NA,Services,ServicesPlus,MidMarket,51,2,29,0.11,19518.61
2024-09,NA,Services,ServicesPlus,Enterprise,35,2,16,0.071,20563.29
2024-09,EMEA,Core,Alpha,SMB,132,9,88,0.175,18032.63
2024-09,EMEA,Core,Alpha,MidMarket,111,6,64,0.098,19828.03
2024-09,EMEA,Core,Alpha,Enterprise,57,4,27,0.056,20205.7
2024-09,EMEA,Core,Beta,SMB,106,8,65,0.159,18301.01
2024-09,EMEA,Core,Beta,MidMarket,70,5,49,0.099,19581.47
